"instrument_token","tradingsymbol","name","exchange","segment","instrument_type","lot_size","tick_size","is_active","metadata","created_at","updated_at","market_cap","sector"
"2817537","LIQUIDBEES","NIP IND ETF LIQUID BEES","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:47:46.026193+00","2026-02-05 12:47:46.026205+00","0",NULL
"2928385","BANKBEES","NIP IND ETF BANK BEES","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:47:54.214873+00","2026-02-05 12:47:54.214883+00","0",NULL
"2932993","NV20","KOTAKMAMC - KTKNV20ETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:47:54.664716+00","2026-02-05 12:47:54.664727+00","0",NULL
"3363585","EBBETF0433","EDELAMC - EBBETF0433","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:48:13.833031+00","2026-02-05 12:48:13.833035+00","0",NULL
"3580673","ABSLBANETF","BIRLASLAMC - ABSLBANETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:48:30.932793+00","2026-02-05 12:48:30.932805+00","0",NULL
"3657217","GOLDETF","MIRAEAMC - MAGOLDETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:48:35.847904+00","2026-02-05 12:48:35.847908+00","0",NULL
"3693569","GOLDBEES","NIP IND ETF GOLD BEES","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:48:38.547963+00","2026-02-05 12:48:38.547972+00","0",NULL
"3803649","GOLD1","KOTAK GOLD ETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:48:46.105839+00","2026-02-05 12:48:46.105848+00","0",NULL
"3824129","GSEC10YEAR","MIRAEAMC - MAGS813ETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:48:47.724187+00","2026-02-05 12:48:47.724195+00","0",NULL
"3848193","PSUBNKBEES","NIP IND ETF PSU BANK BEES","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:48:49.383602+00","2026-02-05 12:48:49.383612+00","0",NULL
"3864065","SILETFINAV","UTIAMC - SILETFINAV","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:48:50.845354+00","2026-02-05 12:48:50.845363+00","0",NULL
"3932929","DSPGOINAV","DSPAMC - DSPGOLDETF","NSE","NSE","EQ",1,"0.05000000",True,NULL,"2026-02-05 12:48:56.493356+00","2026-02-05 12:48:56.493367+00","0",NULL
"4160769","EBBETF0430","EDELAMC - EBBETF0430","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:48:59.298424+00","2026-02-05 12:48:59.298433+00","0",NULL
"4305665","QNIFTY","QUANTUM NIFTY 50 ETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:01.945918+00","2026-02-05 12:49:01.945928+00","0",NULL
"4363265","SHARIABEES","NIP IND ETF SHARIAH BEES","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:04.988507+00","2026-02-05 12:49:04.988518+00","0",NULL
"4421633","SETFGOLD","SBI-ETF GOLD","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:07.925697+00","2026-02-05 12:49:07.925701+00","0",NULL
"4453121","SETF10GILT","SBIAMC - SETF10GILT","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:09.722942+00","2026-02-05 12:49:09.722949+00","0",NULL
"4459265","BANKETF","MIRAEAMC - BANKETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:10.173502+00","2026-02-05 12:49:10.173512+00","0",NULL
"4461057","BNKETFINAV","MIRAEAMC - BNKETFINAV","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:10.533478+00","2026-02-05 12:49:10.533489+00","0",NULL
"4473601","NV20IETF","ICICI PRUDENTIAL NV20 ETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:10.820792+00","2026-02-05 12:49:10.820803+00","0",NULL
"4499457","PVTBANKADD","DSPAMC - DSPPVBKETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:12.693421+00","2026-02-05 12:49:12.693428+00","0",NULL
"4508929","SENSEXADD","DSPAMC - DSPSENXETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:13.062686+00","2026-02-05 12:49:13.062695+00","0",NULL
"4509697","PSUBANKADD","DSPAMC - DSPPSBKETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:13.233424+00","2026-02-05 12:49:13.23343+00","0",NULL
"4531201","LTGILTBEES","NIP IND ETF LONGTERM GILT","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:14.820322+00","2026-02-05 12:49:14.820331+00","0",NULL
"4531713","MIDSELIETF","ICICI PRUD MIDCAP SEL ETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:14.946061+00","2026-02-05 12:49:14.94607+00","0",NULL
"4634113","NIFTY1","KOTAK NIFTY ETF","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:21.08093+00","2026-02-05 12:49:21.080942+00","0",NULL
"4680705","HNGSNGBEES","NIP IND ETF HANGSENG BEES","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:23.672601+00","2026-02-05 12:49:23.67261+00","0",NULL
"4682753","IVZINGOLD","INVESCO INDIA GOLD ETF","NSE","NSE","EQ",1,"0.05000000",True,NULL,"2026-02-05 12:49:23.78606+00","2026-02-05 12:49:23.786068+00","0",NULL
"4885505","ITBEES","NIP IND ETF IT","NSE","NSE","EQ",1,"0.01000000",True,NULL,"2026-02-05 12:49:31.289812+00","2026-02-05 12:49:31.289823+00","0",NULL
